ID,Reason_absence,year,Month,Day_week,Seasons,Transportation_expense,Distance_Residence_Work,Service_time,Age,Work_Average,Target,Disciplinary_failure,Education,Son,Drinker,Smoker,Pet,Weight,Height,Body_mass_index,Absenteeism_time,Salary
11,19,2009,8,6,1,289,36,13,33,4.4,94,0,1,2,1,0,1,90,172,30,8,14826.05196
11,23,2009,8,2,1,289,36,13,33,4.4,94,0,1,2,1,0,1,90,172,30,1,14812.81235
11,23,2009,8,3,1,289,36,13,33,4.4,94,0,1,2,1,0,1,90,172,30,4,14776.66515
1,23,2009,8,3,1,235,11,14,37,4.4,94,0,3,1,0,0,1,88,172,29,1,18658.25244
33,23,2009,8,4,1,248,25,14,47,4.4,94,0,1,2,0,0,1,86,165,32,1,14766.0486
36,23,2009,8,5,1,118,13,18,50,4.4,94,0,1,1,1,0,0,98,178,31,1,14747.25879
22,23,2009,8,5,1,179,26,9,30,4.4,94,0,3,0,0,0,0,56,171,19,1,18689.15174
33,25,2009,8,2,1,248,25,14,47,4.4,94,0,1,2,0,0,1,86,165,32,2,14762.87118
20,28,2009,8,6,1,260,50,11,36,4.4,94,0,1,4,1,0,0,65,168,23,4,14785.4764
19,0,2009,9,3,1,291,50,12,32,4.9,81,1,1,0,1,0,0,65,169,23,0,15600.33833
8,0,2009,9,3,1,231,35,14,39,4.9,81,1,1,2,1,0,2,100,170,35,0,15608.84447
5,0,2009,9,5,1,235,20,13,43,4.9,81,1,1,1,1,0,0,106,167,38,0,15628.98984
5,0,2009,9,5,4,235,20,13,43,4.9,81,1,1,1,1,0,0,106,167,38,0,15547.36847
15,7,2009,9,2,4,291,31,12,40,4.9,81,0,1,1,1,0,1,73,171,25,40,15514.76641
24,9,2009,9,2,1,246,25,16,41,4.9,81,0,1,0,1,0,0,67,170,23,16,15611.70011
24,9,2009,9,4,1,246,25,16,41,4.9,81,0,1,0,1,0,0,67,170,23,32,15591.23769
3,11,2009,9,2,1,179,51,18,38,4.9,81,0,1,0,1,0,0,89,170,31,8,15635.24751
3,13,2009,9,4,1,179,51,18,38,4.9,81,0,1,0,1,0,0,89,170,31,8,15593.19042
3,13,2009,9,2,4,179,51,18,38,4.9,81,0,1,0,1,0,0,89,170,31,8,15503.17816
11,19,2009,9,4,1,289,36,13,33,4.9,81,0,1,2,1,0,1,90,172,30,24,15631.19924
3,23,2009,9,5,1,179,51,18,38,4.9,81,0,1,0,1,0,0,89,170,31,1,15563.62645
3,23,2009,9,6,1,179,51,18,38,4.9,81,0,1,0,1,0,0,89,170,31,3,15632.80242
5,26,2009,9,4,4,235,20,13,43,4.9,81,0,1,1,1,0,0,106,167,38,8,15558.95054
15,28,2009,9,3,1,291,31,12,40,4.9,81,0,1,1,1,0,1,73,171,25,3,15609.4267
20,28,2009,9,6,1,260,50,11,36,4.9,81,0,1,4,1,0,0,65,168,23,4,15561.01495
15,28,2009,9,6,1,291,31,12,40,4.9,81,0,1,1,1,0,1,73,171,25,4,15561.71322
36,28,2009,9,5,4,118,13,18,50,4.9,81,0,1,1,1,0,0,98,178,31,1,15548.18206
15,28,2009,9,6,4,291,31,12,40,4.9,81,0,1,1,1,0,1,73,171,25,3,15536.22548
30,0,2009,10,3,4,157,27,6,29,4.4,88,1,1,0,1,1,0,75,185,22,0,14606.3907
20,0,2009,10,3,4,260,50,11,36,4.4,88,1,1,4,1,0,0,65,168,23,0,14610.53089
15,0,2009,10,3,4,291,31,12,40,4.4,88,1,1,1,1,0,1,73,171,25,0,14609.84339
5,0,2009,10,4,4,235,20,13,43,4.4,88,1,1,1,1,0,0,106,167,38,0,14684.19161
36,0,2009,10,6,4,118,13,18,50,4.4,88,1,1,1,1,0,0,98,178,31,0,14723.97965
33,0,2009,10,6,4,248,25,14,47,4.4,88,1,1,2,0,0,1,86,165,32,0,14709.5691
5,0,2009,10,6,4,235,20,13,43,4.4,88,1,1,1,1,0,0,106,167,38,0,14675.34428
22,1,2009,10,2,4,179,26,9,30,4.4,88,0,3,0,0,0,0,56,171,19,8,18561.65825
22,1,2009,10,4,4,179,26,9,30,4.4,88,0,3,0,0,0,0,56,171,19,64,18554.44841
22,1,2009,10,4,4,179,26,9,30,4.4,88,0,3,0,0,0,0,56,171,19,5,18476.77892
34,7,2009,10,2,4,118,10,10,37,4.4,88,0,1,0,0,0,0,83,172,28,3,14701.20325
22,7,2009,10,4,4,179,26,9,30,4.4,88,0,3,0,0,0,0,56,171,19,5,18419.12648
10,10,2009,10,2,4,361,52,3,28,4.4,88,0,1,1,1,0,4,80,172,27,8,14618.17997
11,19,2009,10,5,4,289,36,13,33,4.4,88,0,1,2,1,0,1,90,172,30,16,14680.77358
13,22,2009,10,2,4,369,17,12,31,4.4,88,0,1,3,1,0,0,70,169,25,8,14697.59557
11,22,2009,10,6,4,289,36,13,33,4.4,88,0,1,2,1,0,1,90,172,30,8,14734.44128
5,23,2009,10,2,4,235,20,13,43,4.4,88,0,1,1,1,0,0,106,167,38,2,14655.97716
5,23,2009,10,2,4,235,20,13,43,4.4,88,0,1,1,1,0,0,106,167,38,2,14650.41415
36,23,2009,10,5,4,118,13,18,50,4.4,88,0,1,1,1,0,0,98,178,31,1,14605.87823
22,23,2009,10,5,4,179,26,9,30,4.4,88,0,3,0,0,0,0,56,171,19,16,18504.52256
11,24,2009,10,2,4,289,36,13,33,4.4,88,0,1,2,1,0,1,90,172,30,8,14739.29084
11,26,2009,10,2,4,289,36,13,33,4.4,88,0,1,2,1,0,1,90,172,30,8,14736.22681
1,26,2009,10,2,4,235,11,14,37,4.4,88,0,3,1,0,0,1,88,172,29,4,18590.76485
36,28,2009,10,3,4,118,13,18,50,4.4,88,0,1,1,1,0,0,98,178,31,1,14645.06627
15,28,2009,10,3,4,291,31,12,40,4.4,88,0,1,1,1,0,1,73,171,25,4,14643.97765
3,28,2009,10,4,4,179,51,18,38,4.4,88,0,1,0,1,0,0,89,170,31,1,14695.70746
36,28,2009,10,5,4,118,13,18,50,4.4,88,0,1,1,1,0,0,98,178,31,1,14621.52126
20,28,2009,10,6,4,260,50,11,36,4.4,88,0,1,4,1,0,0,65,168,23,3,14677.81039
18,0,2009,11,3,4,330,16,4,28,4.7,97,1,2,0,0,0,0,84,182,25,0,17259.17024
7,0,2009,11,3,4,279,5,14,39,4.7,97,1,1,2,1,1,0,68,168,24,0,15196.86902
23,0,2009,11,6,4,378,49,11,36,4.7,97,1,1,2,0,1,4,65,174,21,0,15196.89737
23,1,2009,11,2,4,378,49,11,36,4.7,97,0,1,2,0,1,4,65,174,21,8,15270.4451
3,6,2009,11,3,4,179,51,18,38,4.7,97,0,1,0,1,0,0,89,170,31,8,15290.03279
20,10,2009,11,4,4,260,50,11,36,4.7,97,0,1,4,1,0,0,65,168,23,8,15209.11094
34,11,2009,11,2,4,118,10,10,37,4.7,97,0,1,0,0,0,0,83,172,28,8,15298.0737
14,11,2009,11,2,4,155,12,14,34,4.7,97,0,1,2,1,0,0,95,196,25,120,15267.03586
34,11,2009,11,4,4,118,10,10,37,4.7,97,0,1,0,0,0,0,83,172,28,3,15242.10116
15,12,2009,11,6,4,291,31,12,40,4.7,97,0,1,1,1,0,1,73,171,25,4,15231.85527
24,13,2009,11,2,4,246,25,16,41,4.7,97,0,1,0,1,0,0,67,170,23,8,15226.40662
24,13,2009,11,6,4,246,25,16,41,4.7,97,0,1,0,1,0,0,67,170,23,8,15232.08011
20,15,2009,11,6,4,260,50,11,36,4.7,97,0,1,4,1,0,0,65,168,23,8,15208.75576
1,18,2009,11,4,4,235,11,14,37,4.7,97,0,3,1,0,0,1,88,172,29,1,19002.59633
33,23,2009,11,2,4,248,25,14,47,4.7,97,0,1,2,0,0,1,86,165,32,2,15296.60617
15,23,2009,11,2,4,291,31,12,40,4.7,97,0,1,1,1,0,1,73,171,25,1,15274.7382
3,23,2009,11,5,4,179,51,18,38,4.7,97,0,1,0,1,0,0,89,170,31,1,15196.28411
1,25,2009,11,5,4,235,11,14,37,4.7,97,0,3,1,0,0,1,88,172,29,2,18988.06094
5,26,2009,11,2,4,235,20,13,43,4.7,97,0,1,1,1,0,0,106,167,38,8,15259.19245
3,28,2009,11,3,4,179,51,18,38,4.7,97,0,1,0,1,0,0,89,170,31,1,15220.22698
3,28,2009,11,5,4,179,51,18,38,4.7,97,0,1,0,1,0,0,89,170,31,3,15239.83241
20,28,2009,11,6,4,260,50,11,36,4.7,97,0,1,4,1,0,0,65,168,23,3,15274.7464
24,4,2009,12,5,4,246,25,16,41,3.9,93,0,1,0,1,0,0,67,170,23,8,12430.77998
28,12,2009,12,2,4,225,26,9,28,3.9,93,0,1,1,0,0,2,69,169,24,3,12571.82287
5,13,2009,12,3,2,235,20,13,43,3.9,93,0,1,1,1,0,0,106,167,38,8,12289.58035
1,14,2009,12,3,2,235,11,14,37,3.9,93,0,3,1,0,0,1,88,172,29,4,17472.74295
11,19,2009,12,2,2,289,36,13,33,3.9,93,0,1,2,1,0,1,90,172,30,8,12190.21629
1,23,2009,12,2,4,235,11,14,37,3.9,93,0,3,1,0,0,1,88,172,29,3,17491.2274
22,23,2009,12,3,4,179,26,9,30,3.9,93,0,3,0,0,0,0,56,171,19,1,17477.95017
34,25,2009,12,3,4,118,10,10,37,3.9,93,0,1,0,0,0,0,83,172,28,8,12401.98854
1,25,2009,12,5,4,235,11,14,37,3.9,93,0,3,1,0,0,1,88,172,29,2,17477.86966
20,26,2009,12,4,2,260,50,11,36,3.9,93,0,1,4,1,0,0,65,168,23,8,12279.52192
30,28,2009,12,2,2,157,27,6,29,3.9,93,0,1,0,1,1,0,75,185,22,2,12246.63475
3,28,2009,12,2,2,179,51,18,38,3.9,93,0,1,0,1,0,0,89,170,31,3,12236.84884
3,28,2009,12,2,4,179,51,18,38,3.9,93,0,1,0,1,0,0,89,170,31,2,12548.52848
3,28,2009,12,2,4,179,51,18,38,3.9,93,0,1,0,1,0,0,89,170,31,1,12530.17952
36,28,2009,12,3,4,118,13,18,50,3.9,93,0,1,1,1,0,0,98,178,31,1,12494.42519
3,28,2009,12,5,4,179,51,18,38,3.9,93,0,1,0,1,0,0,89,170,31,1,12427.40454
20,28,2009,12,6,4,260,50,11,36,3.9,93,0,1,4,1,0,0,65,168,23,4,12472.76423
3,28,2009,12,6,4,179,51,18,38,3.9,93,0,1,0,1,0,0,89,170,31,1,12407.58321
3,28,2009,12,6,4,179,51,18,38,3.9,93,0,1,0,1,0,0,89,170,31,1,12303.88648
15,3,2010,1,4,2,291,31,12,40,5.5,100,0,1,1,1,0,1,73,171,25,8,16285.78136
1,13,2010,1,3,2,235,11,14,37,5.5,100,0,3,1,0,0,1,88,172,29,1,19635.87719
34,19,2010,1,2,2,118,10,10,37,5.5,100,0,1,0,0,0,0,83,172,28,32,16299.88721
14,23,2010,1,2,2,155,12,14,34,5.5,100,0,1,2,1,0,0,95,196,25,2,16290.76173
14,23,2010,1,3,2,155,12,14,34,5.5,100,0,1,2,1,0,0,95,196,25,4,16287.25664
28,23,2010,1,4,2,225,26,9,28,5.5,100,0,1,1,0,0,2,69,169,24,5,16334.25364
36,26,2010,1,2,2,118,13,18,50,5.5,100,0,1,1,1,0,0,98,178,31,4,16252.81104
11,26,2010,1,2,2,289,36,13,33,5.5,100,0,1,2,1,0,1,90,172,30,8,16287.04725
5,26,2010,1,2,2,235,20,13,43,5.5,100,0,1,1,1,0,0,106,167,38,8,16255.55987
3,28,2010,1,4,2,179,51,18,38,5.5,100,0,1,0,1,0,0,89,170,31,1,16235.04727
3,28,2010,1,6,2,179,51,18,38,5.5,100,0,1,0,1,0,0,89,170,31,1,16233.27938
28,7,2010,2,4,2,225,26,9,28,4.2,96,0,1,1,0,0,2,69,169,24,1,13979.42976
3,10,2010,2,5,2,179,51,18,38,4.2,96,0,1,0,1,0,0,89,170,31,8,13937.32403
24,10,2010,2,6,2,246,25,16,41,4.2,96,0,1,0,1,0,0,67,170,23,24,13870.95295
30,11,2010,2,4,2,157,27,6,29,4.2,96,0,1,0,1,1,0,75,185,22,16,13878.40814
6,22,2010,2,2,2,189,29,13,33,4.2,96,0,1,2,0,0,2,69,167,25,8,13907.91806
11,22,2010,2,6,2,289,36,13,33,4.2,96,0,1,2,1,0,1,90,172,30,3,13975.87374
24,23,2010,2,3,2,246,25,16,41,4.2,96,0,1,0,1,0,0,67,170,23,2,13896.61708
15,23,2010,2,3,2,291,31,12,40,4.2,96,0,1,1,1,0,1,73,171,25,2,13883.44945
3,23,2010,2,6,2,179,51,18,38,4.2,96,0,1,0,1,0,0,89,170,31,3,13962.3702
24,26,2010,2,5,2,246,25,16,41,4.2,96,0,1,0,1,0,0,67,170,23,8,13927.02992
3,27,2010,2,2,2,179,51,18,38,4.2,96,0,1,0,1,0,0,89,170,31,2,13961.97854
3,27,2010,2,2,2,179,51,18,38,4.2,96,0,1,0,1,0,0,89,170,31,3,13903.89618
3,27,2010,2,4,2,179,51,18,38,4.2,96,0,1,0,1,0,0,89,170,31,3,13979.97513
3,27,2010,2,4,2,179,51,18,38,4.2,96,0,1,0,1,0,0,89,170,31,3,13945.80715
3,27,2010,2,4,2,179,51,18,38,4.2,96,0,1,0,1,0,0,89,170,31,3,13875.33202
3,27,2010,2,4,2,179,51,18,38,4.2,96,0,1,0,1,0,0,89,170,31,3,13868.02344
3,27,2010,2,6,2,179,51,18,38,4.2,96,0,1,0,1,0,0,89,170,31,3,13925.0684
3,27,2010,2,6,2,179,51,18,38,4.2,96,0,1,0,1,0,0,89,170,31,3,13875.22896
3,27,2010,2,6,2,179,51,18,38,4.2,96,0,1,0,1,0,0,89,170,31,3,13853.97124
34,28,2010,2,3,2,118,10,10,37,4.2,96,0,1,0,0,0,0,83,172,28,2,13986.54342
20,28,2010,2,6,2,260,50,11,36,4.2,96,0,1,4,1,0,0,65,168,23,3,13972.23203
13,0,2010,3,4,2,369,17,12,31,4.1,98,1,1,3,1,0,0,70,169,25,0,13490.62454
36,0,2010,3,5,3,118,13,18,50,4.1,98,1,1,1,1,0,0,98,178,31,0,13465.43775
24,0,2010,3,5,3,246,25,16,41,4.1,98,1,1,0,1,0,0,67,170,23,0,13466.80409
1,0,2010,3,5,3,235,11,14,37,4.1,98,1,3,1,0,0,1,88,172,29,0,17664.02188
36,13,2010,3,4,3,118,13,18,50,4.1,98,0,1,1,1,0,0,98,178,31,8,13467.38975
36,14,2010,3,3,3,118,13,18,50,4.1,98,0,1,1,1,0,0,98,178,31,3,13472.72718
34,18,2010,3,3,2,118,10,10,37,4.1,98,0,1,0,0,0,0,83,172,28,8,13599.00259
24,19,2010,3,4,2,246,25,16,41,4.1,98,0,1,0,1,0,0,67,170,23,16,13595.19373
20,19,2010,3,2,3,260,50,11,36,4.1,98,0,1,4,1,0,0,65,168,23,8,13460.00159
1,21,2010,3,5,2,235,11,14,37,4.1,98,0,3,1,0,0,1,88,172,29,8,17669.41597
1,22,2010,3,2,2,235,11,14,37,4.1,98,0,3,1,0,0,1,88,172,29,8,17705.87957
23,22,2010,3,3,2,378,49,11,36,4.1,98,0,1,2,0,1,4,65,174,21,8,13545.18683
17,22,2010,3,3,2,179,22,17,40,4.1,98,0,2,2,0,1,0,63,170,22,8,16932.75305
10,22,2010,3,4,2,361,52,3,28,4.1,98,0,1,1,1,0,4,80,172,27,8,13543.06621
11,22,2010,3,6,3,289,36,13,33,4.1,98,0,1,2,1,0,1,90,172,30,8,13460.34972
36,23,2010,3,6,3,118,13,18,50,4.1,98,0,1,1,1,0,0,98,178,31,2,13473.01083
3,28,2010,3,2,2,179,51,18,38,4.1,98,0,1,0,1,0,0,89,170,31,2,13545.49337
3,28,2010,3,2,2,179,51,18,38,4.1,98,0,1,0,1,0,0,89,170,31,16,13544.42328
24,28,2010,3,6,2,246,25,16,41,4.1,98,0,1,0,1,0,0,67,170,23,2,13587.59716
20,28,2010,3,6,2,260,50,11,36,4.1,98,0,1,4,1,0,0,65,168,23,4,13549.75828
24,28,2010,3,3,3,246,25,16,41,4.1,98,0,1,0,1,0,0,67,170,23,2,13455.01781
3,28,2010,3,6,3,179,51,18,38,4.1,98,0,1,0,1,0,0,89,170,31,8,13461.7451
34,11,2010,4,4,3,118,10,10,37,4,98,0,1,0,0,0,0,83,172,28,2,12813.85343
36,13,2010,4,4,3,118,13,18,50,4,98,0,1,1,1,0,0,98,178,31,120,12912.61585
13,22,2010,4,2,3,369,17,12,31,4,98,0,1,3,1,0,0,70,169,25,4,12983.12072
36,23,2010,4,2,3,118,13,18,50,4,98,0,1,1,1,0,0,98,178,31,1,12928.36427
18,23,2010,4,4,3,330,16,4,28,4,98,0,2,0,0,0,0,84,182,25,8,16907.38906
33,26,2010,4,2,3,248,25,14,47,4,98,0,1,2,0,0,1,86,165,32,4,12945.12197
18,26,2010,4,6,3,330,16,4,28,4,98,0,2,0,0,0,0,84,182,25,4,16917.33018
3,28,2010,4,2,3,179,51,18,38,4,98,0,1,0,1,0,0,89,170,31,4,12819.56301
3,28,2010,4,4,3,179,51,18,38,4,98,0,1,0,1,0,0,89,170,31,4,13009.64794
3,28,2010,4,4,3,179,51,18,38,4,98,0,1,0,1,0,0,89,170,31,8,12945.01526
26,28,2010,4,6,3,300,26,13,43,4,98,0,1,2,1,1,1,77,175,25,8,12865.78949
20,28,2010,4,6,3,260,50,11,36,4,98,0,1,4,1,0,0,65,168,23,3,13001.40402
20,28,2010,4,6,3,260,50,11,36,4,98,0,1,4,1,0,0,65,168,23,4,12824.31452
1,1,2010,5,2,3,235,11,14,37,4.1,99,0,3,1,0,0,1,88,172,29,8,17761.6549
17,8,2010,5,2,3,179,22,17,40,4.1,99,0,2,2,0,1,0,63,170,22,3,16966.77318
13,10,2010,5,2,3,369,17,12,31,4.1,99,0,1,3,1,0,0,70,169,25,8,13661.17336
17,11,2010,5,2,3,179,22,17,40,4.1,99,0,2,2,0,1,0,63,170,22,2,16999.84747
5,13,2010,5,2,3,235,20,13,43,4.1,99,0,1,1,1,0,0,106,167,38,16,13666.77159
18,13,2010,5,6,3,330,16,4,28,4.1,99,0,2,0,0,0,0,84,182,25,8,16955.68109
9,18,2010,5,4,3,228,14,16,58,4.1,99,0,1,2,0,0,1,65,172,22,8,13628.87167
33,23,2010,5,4,3,248,25,14,47,4.1,99,0,1,2,0,0,1,86,165,32,2,13663.9238
22,23,2010,5,4,3,179,26,9,30,4.1,99,0,3,0,0,0,0,56,171,19,3,17833.76413
22,23,2010,5,4,3,179,26,9,30,4.1,99,0,3,0,0,0,0,56,171,19,3,17734.64195
10,23,2010,5,5,3,361,52,3,28,4.1,99,0,1,1,1,0,4,80,172,27,1,13650.74766
22,25,2010,5,2,3,179,26,9,30,4.1,99,0,3,0,0,0,0,56,171,19,2,17828.00084
28,25,2010,5,4,3,225,26,9,28,4.1,99,0,1,1,0,0,2,69,169,24,3,13628.43827
34,28,2010,5,2,3,118,10,10,37,4.1,99,0,1,0,0,0,0,83,172,28,1,13603.50711
3,28,2010,5,4,3,179,51,18,38,4.1,99,0,1,0,1,0,0,89,170,31,4,13655.39052
20,28,2010,5,6,3,260,50,11,36,4.1,99,0,1,4,1,0,0,65,168,23,3,13637.02946
3,0,2010,6,6,3,179,51,18,38,4.2,95,1,1,0,1,0,0,89,170,31,0,14224.78311
3,5,2010,6,4,1,179,51,18,38,4.2,95,0,1,0,1,0,0,89,170,31,8,14173.99259
18,11,2010,6,3,1,330,16,4,28,4.2,95,0,2,0,0,0,0,84,182,25,1,17042.076
1,13,2010,6,3,1,235,11,14,37,4.2,95,0,3,1,0,0,1,88,172,29,8,18152.77597
15,13,2010,6,2,3,291,31,12,40,4.2,95,0,1,1,1,0,1,73,171,25,40,14219.77306
22,21,2010,6,4,1,179,26,9,30,4.2,95,0,3,0,0,0,0,56,171,19,2,18158.95136
36,23,2010,6,4,1,118,13,18,50,4.2,95,0,1,1,1,0,0,98,178,31,2,14184.68291
28,23,2010,6,4,1,225,26,9,28,4.2,95,0,1,1,0,0,2,69,169,24,2,14188.80482
34,23,2010,6,2,3,118,10,10,37,4.2,95,0,1,0,0,0,0,83,172,28,3,14236.82487
28,23,2010,6,5,3,225,26,9,28,4.2,95,0,1,1,0,0,2,69,169,24,4,14230.69662
5,26,2010,6,3,3,235,20,13,43,4.2,95,0,1,1,1,0,0,106,167,38,8,14196.81945
3,28,2010,6,2,1,179,51,18,38,4.2,95,0,1,0,1,0,0,89,170,31,2,14189.65547
24,28,2010,6,6,1,246,25,16,41,4.2,95,0,1,0,1,0,0,67,170,23,2,14147.12365
3,28,2010,6,2,3,179,51,18,38,4.2,95,0,1,0,1,0,0,89,170,31,3,14234.02966
3,28,2010,6,2,3,179,51,18,38,4.2,95,0,1,0,1,0,0,89,170,31,24,14209.06291
3,28,2010,6,2,3,179,51,18,38,4.2,95,0,1,0,1,0,0,89,170,31,4,14197.89355
34,28,2010,6,3,3,118,10,10,37,4.2,95,0,1,0,0,0,0,83,172,28,2,14231.23
24,28,2010,6,3,3,246,25,16,41,4.2,95,0,1,0,1,0,0,67,170,23,3,14208.99673
20,28,2010,6,6,3,260,50,11,36,4.2,95,0,1,4,1,0,0,65,168,23,4,14225.79857
21,7,2010,7,2,1,268,11,8,33,3.8,92,0,2,0,0,0,0,79,178,25,8,16872.59776
28,9,2010,7,3,1,225,26,9,28,3.8,92,0,1,1,0,0,2,69,169,24,112,11975.60309
20,13,2010,7,6,1,260,50,11,36,3.8,92,0,1,4,1,0,0,65,168,23,8,12136.10362
26,15,2010,7,2,1,300,26,13,43,3.8,92,0,1,2,1,1,1,77,175,25,8,12039.19924
11,22,2010,7,2,1,289,36,13,33,3.8,92,0,1,2,1,0,1,90,172,30,8,11838.47821
10,22,2010,7,6,1,361,52,3,28,3.8,92,0,1,1,1,0,4,80,172,27,8,11906.27594
2,23,2010,7,2,1,235,29,12,48,3.8,92,0,1,1,0,1,5,88,163,33,1,12021.88472
22,23,2010,7,5,1,179,26,9,30,3.8,92,0,3,0,0,0,0,56,171,19,2,17471.84559
7,23,2010,7,5,1,279,5,14,39,3.8,92,0,1,2,1,1,0,68,168,24,2,11771.86895
36,23,2010,7,6,1,118,13,18,50,3.8,92,0,1,1,1,0,0,98,178,31,1,11929.68794
28,25,2010,7,5,1,225,26,9,28,3.8,92,0,1,1,0,0,2,69,169,24,4,12154.11928
18,25,2010,7,6,1,330,16,4,28,3.8,92,0,2,0,0,0,0,84,182,25,8,16844.59695
20,26,2010,7,2,1,260,50,11,36,3.8,92,0,1,4,1,0,0,65,168,23,4,12107.2699
5,26,2010,7,2,1,235,20,13,43,3.8,92,0,1,1,1,0,0,106,167,38,8,11835.14673
34,26,2010,7,6,1,118,10,10,37,3.8,92,0,1,0,0,0,0,83,172,28,8,12123.99529
34,28,2010,7,3,1,118,10,10,37,3.8,92,0,1,0,0,0,0,83,172,28,8,12052.12767
24,28,2010,7,3,1,246,25,16,41,3.8,92,0,1,0,1,0,0,67,170,23,2,12018.91201
24,28,2010,7,3,1,246,25,16,41,3.8,92,0,1,0,1,0,0,67,170,23,2,11794.78037
3,28,2010,7,3,1,179,51,18,38,3.8,92,0,1,0,1,0,0,89,170,31,1,11946.3372
15,28,2010,7,5,1,291,31,12,40,3.8,92,0,1,1,1,0,1,73,171,25,1,11781.22894
1,23,2010,8,3,1,235,11,14,37,4.2,93,0,3,1,0,0,1,88,172,29,4,18123.89244
18,23,2010,8,5,1,330,16,4,28,4.2,93,0,2,0,0,0,0,84,182,25,16,17016.84515
17,25,2010,8,2,1,179,22,17,40,4.2,93,0,2,2,0,1,0,63,170,22,1,17038.74914
3,25,2010,8,2,1,179,51,18,38,4.2,93,0,1,0,1,0,0,89,170,31,4,13784.79628
17,25,2010,8,3,1,179,22,17,40,4.2,93,0,2,2,0,1,0,63,170,22,8,17017.04029
3,25,2010,8,5,1,179,51,18,38,4.2,93,0,1,0,1,0,0,89,170,31,4,13851.63702
11,26,2010,8,3,1,289,36,13,33,4.2,93,0,1,2,1,0,1,90,172,30,8,13846.71569
5,26,2010,8,3,1,235,20,13,43,4.2,93,0,1,1,1,0,0,106,167,38,8,13827.38936
20,28,2010,8,2,1,260,50,11,36,4.2,93,0,1,4,1,0,0,65,168,23,3,13762.18629
34,28,2010,8,3,1,118,10,10,37,4.2,93,0,1,0,0,0,0,83,172,28,4,13847.02634
34,28,2010,8,3,1,118,10,10,37,4.2,93,0,1,0,0,0,0,83,172,28,5,13769.37061
24,28,2010,8,3,1,246,25,16,41,4.2,93,0,1,0,1,0,0,67,170,23,4,13848.97364
24,28,2010,8,3,1,246,25,16,41,4.2,93,0,1,0,1,0,0,67,170,23,1,13778.27657
15,28,2010,8,5,1,291,31,12,40,4.2,93,0,1,1,1,0,1,73,171,25,4,13792.60851
15,28,2010,8,5,1,291,31,12,40,4.2,93,0,1,1,1,0,1,73,171,25,2,13765.45399
10,22,2010,9,3,4,361,52,3,28,4.4,87,0,1,1,1,0,4,80,172,27,8,14302.60477
22,23,2010,9,2,1,179,26,9,30,4.4,87,0,3,0,0,0,0,56,171,19,2,18177.11685
3,23,2010,9,2,1,179,51,18,38,4.4,87,0,1,0,1,0,0,89,170,31,4,14316.63336
14,23,2010,9,3,1,155,12,14,34,4.4,87,0,1,2,1,0,0,95,196,25,2,14349.80833
28,23,2010,9,4,1,225,26,9,28,4.4,87,0,1,1,0,0,2,69,169,24,1,14304.65368
33,23,2010,9,6,1,248,25,14,47,4.4,87,0,1,2,0,0,1,86,165,32,1,14321.70794
22,23,2010,9,6,1,179,26,9,30,4.4,87,0,3,0,0,0,0,56,171,19,8,18241.92989
13,23,2010,9,3,4,369,17,12,31,4.4,87,0,1,3,1,0,0,70,169,25,8,14302.73738
34,28,2010,9,3,1,118,10,10,37,4.4,87,0,1,0,0,0,0,83,172,28,3,14353.1039
24,28,2010,9,3,1,246,25,16,41,4.4,87,0,1,0,1,0,0,67,170,23,1,14390.12461
24,28,2010,9,3,1,246,25,16,41,4.4,87,0,1,0,1,0,0,67,170,23,1,14380.12584
15,28,2010,9,5,1,291,31,12,40,4.4,87,0,1,1,1,0,1,73,171,25,2,14339.36884
28,0,2010,10,2,4,225,26,9,28,4.7,91,1,1,1,0,0,2,69,169,24,0,15302.47063
9,1,2010,10,4,4,228,14,16,58,4.7,91,0,1,2,0,0,1,65,172,22,1,15392.3611
32,4,2010,10,5,4,289,48,29,49,4.7,91,0,1,0,0,0,2,108,172,36,1,15503.17493
25,6,2010,10,2,4,235,16,8,32,4.7,91,0,3,0,0,0,0,75,178,25,8,19021.47472
33,10,2010,10,2,4,248,25,14,47,4.7,91,0,1,2,0,0,1,86,165,32,8,15310.79733
13,10,2010,10,5,4,369,17,12,31,4.7,91,0,1,3,1,0,0,70,169,25,8,15351.84585
28,10,2010,10,6,4,225,26,9,28,4.7,91,0,1,1,0,0,2,69,169,24,3,15316.77157
13,10,2010,10,6,4,369,17,12,31,4.7,91,0,1,3,1,0,0,70,169,25,8,15337.1741
25,11,2010,10,5,4,235,16,8,32,4.7,91,0,3,0,0,0,0,75,178,25,3,19027.29712
28,13,2010,10,3,4,225,26,9,28,4.7,91,0,1,1,0,0,2,69,169,24,3,15300.33243
28,13,2010,10,5,4,225,26,9,28,4.7,91,0,1,1,0,0,2,69,169,24,1,15350.89119
32,14,2010,10,4,4,289,48,29,49,4.7,91,0,1,0,0,0,2,108,172,36,3,15468.26145
6,23,2010,10,2,4,189,29,13,33,4.7,91,0,1,2,0,0,2,69,167,25,8,15314.95064
34,23,2010,10,3,4,118,10,10,37,4.7,91,0,1,0,0,0,0,83,172,28,2,15449.17128
28,23,2010,10,3,4,225,26,9,28,4.7,91,0,1,1,0,0,2,69,169,24,2,15442.38392
28,23,2010,10,3,4,225,26,9,28,4.7,91,0,1,1,0,0,2,69,169,24,4,15424.66007
